Extract Name	Comment [TCGA Barcode]	Material Type	Protocol REF	Assay Name	Protocol REF	Assay Name	Protocol REF	Assay Name	Comment [NCBI SRA Experiment Accession]	Annotation REF	Protocol REF	Data Transformation Name	Derived Data File REF	Comment [Genome reference]	Comment [NCBI dbGAP Experiment Accession]	Comment [TCGA Include for Analysis]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Protocol REF	Data Transformation Name	Derived Data File	Comment [TCGA Include for Analysis]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Archive Name]
52a6f698-2bd3-410f-9245-b6811e31bc55	TCGA-DY-A1DF-01A-11R-A155-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	52a6f698-2bd3-410f-9245-b6811e31bc55 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	52a6f698-2bd3-410f-9245-b6811e31bc55 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	52a6f698-2bd3-410f-9245-b6811e31bc55 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	52a6f698-2bd3-410f-9245-b6811e31bc55 consensus_mRNA	UNCID_1781428.52a6f698-2bd3-410f-9245-b6811e31bc55.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes_normalized:IlluminaHiSeq_RNASeqV2:2	52a6f698-2bd3-410f-9245-b6811e31bc55 gene_expression	unc.edu.52a6f698-2bd3-410f-9245-b6811e31bc55.1782664.rsem.genes.normalized_results	yes	RSEM_genes_normalized	Level 3	unc.edu_READ.IlluminaHiSeq_RNASeqV2.Level_3.1.5.0
52a6f698-2bd3-410f-9245-b6811e31bc55	TCGA-DY-A1DF-01A-11R-A155-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	52a6f698-2bd3-410f-9245-b6811e31bc55 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	52a6f698-2bd3-410f-9245-b6811e31bc55 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	52a6f698-2bd3-410f-9245-b6811e31bc55 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	52a6f698-2bd3-410f-9245-b6811e31bc55 consensus_mRNA	UNCID_1781428.52a6f698-2bd3-410f-9245-b6811e31bc55.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_isoforms_normalized:IlluminaHiSeq_RNASeqV2:2	52a6f698-2bd3-410f-9245-b6811e31bc55 gene_expression	unc.edu.52a6f698-2bd3-410f-9245-b6811e31bc55.1782661.rsem.isoforms.normalized_results	yes	RSEM_isoforms_normalized	Level 3	unc.edu_READ.IlluminaHiSeq_RNASeqV2.Level_3.1.5.0
737716a4-7b84-4049-935a-71f4496ccc97	TCGA-DY-A0XA-01A-11R-A155-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 consensus_mRNA	UNCID_1781299.737716a4-7b84-4049-935a-71f4496ccc97.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_isoforms:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 gene_expression	unc.edu.737716a4-7b84-4049-935a-71f4496ccc97.1782551.rsem.isoforms.results	yes	RSEM_isoforms	Level 3	unc.edu_READ.IlluminaHiSeq_RNASeqV2.Level_3.1.5.0
737716a4-7b84-4049-935a-71f4496ccc97	TCGA-DY-A0XA-01A-11R-A155-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 consensus_mRNA	UNCID_1781299.737716a4-7b84-4049-935a-71f4496ccc97.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 gene_expression	unc.edu.737716a4-7b84-4049-935a-71f4496ccc97.1782550.rsem.genes.results	yes	RSEM_genes	Level 3	unc.edu_READ.IlluminaHiSeq_RNASeqV2.Level_3.1.5.0
737716a4-7b84-4049-935a-71f4496ccc97	TCGA-DY-A0XA-01A-11R-A155-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 consensus_mRNA	UNCID_1781299.737716a4-7b84-4049-935a-71f4496ccc97.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_quantification:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 gene_expression	unc.edu.737716a4-7b84-4049-935a-71f4496ccc97.1783389.bt.exon_quantification.txt	yes	exon_quantification	Level 3	unc.edu_READ.IlluminaHiSeq_RNASeqV2.Level_3.1.5.0
737716a4-7b84-4049-935a-71f4496ccc97	TCGA-DY-A0XA-01A-11R-A155-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 consensus_mRNA	UNCID_1781299.737716a4-7b84-4049-935a-71f4496ccc97.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:junction_quantification:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 gene_expression	unc.edu.737716a4-7b84-4049-935a-71f4496ccc97.1781319.junction_quantification.txt	yes	junction_quantification	Level 3	unc.edu_READ.IlluminaHiSeq_RNASeqV2.Level_3.1.5.0
737716a4-7b84-4049-935a-71f4496ccc97	TCGA-DY-A0XA-01A-11R-A155-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 consensus_mRNA	UNCID_1781299.737716a4-7b84-4049-935a-71f4496ccc97.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes_normalized:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 gene_expression	unc.edu.737716a4-7b84-4049-935a-71f4496ccc97.1782714.rsem.genes.normalized_results	yes	RSEM_genes_normalized	Level 3	unc.edu_READ.IlluminaHiSeq_RNASeqV2.Level_3.1.5.0
737716a4-7b84-4049-935a-71f4496ccc97	TCGA-DY-A0XA-01A-11R-A155-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 consensus_mRNA	UNCID_1781299.737716a4-7b84-4049-935a-71f4496ccc97.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_isoforms_normalized:IlluminaHiSeq_RNASeqV2:2	737716a4-7b84-4049-935a-71f4496ccc97 gene_expression	unc.edu.737716a4-7b84-4049-935a-71f4496ccc97.1782711.rsem.isoforms.normalized_results	yes	RSEM_isoforms_normalized	Level 3	unc.edu_READ.IlluminaHiSeq_RNASeqV2.Level_3.1.5.0
73d7f45e-37a5-494b-8a00-31fc9d310b09	TCGA-DY-A1H8-01A-21R-A155-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	73d7f45e-37a5-494b-8a00-31fc9d310b09 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	73d7f45e-37a5-494b-8a00-31fc9d310b09 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	73d7f45e-37a5-494b-8a00-31fc9d310b09 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	73d7f45e-37a5-494b-8a00-31fc9d310b09 consensus_mRNA	UNCID_1727619.73d7f45e-37a5-494b-8a00-31fc9d310b09.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_isoforms:IlluminaHiSeq_RNASeqV2:2	73d7f45e-37a5-494b-8a00-31fc9d310b09 gene_expression	unc.edu.73d7f45e-37a5-494b-8a00-31fc9d310b09.1728756.rsem.isoforms.results	yes	RSEM_isoforms	Level 3	unc.edu_READ.IlluminaHiSeq_RNASeqV2.Level_3.1.5.0
73d7f45e-37a5-494b-8a00-31fc9d310b09	TCGA-DY-A1H8-01A-21R-A155-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	73d7f45e-37a5-494b-8a00-31fc9d310b09 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	73d7f45e-37a5-494b-8a00-31fc9d310b09 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	73d7f45e-37a5-494b-8a00-31fc9d310b09 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	73d7f45e-37a5-494b-8a00-31fc9d310b09 consensus_mRNA	UNCID_1727619.73d7f45e-37a5-494b-8a00-31fc9d310b09.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes:IlluminaHiSeq_RNASeqV2:2	73d7f45e-37a5-494b-8a00-31fc9d310b09 gene_expression	unc.edu.73d7f45e-37a5-494b-8a00-31fc9d310b09.1728755.rsem.genes.results	yes	RSEM_genes	Level 3	unc.edu_READ.IlluminaHiSeq_RNASeqV2.Level_3.1.5.0
