Extract Name	Comment [TCGA Barcode]	Material Type	Protocol REF	Assay Name	Protocol REF	Assay Name	Protocol REF	Assay Name	Comment [NCBI SRA Experiment Accession]	Annotation REF	Protocol REF	Data Transformation Name	Derived Data File REF	Comment [Genome reference]	Comment [NCBI dbGAP Experiment Accession]	Comment [TCGA Include for Analysis]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Protocol REF	Data Transformation Name	Derived Data File	Comment [TCGA Include for Analysis]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Archive Name]
85dd63e4-f58f-401d-8a76-cabc67a06fa9	TCGA-A6-2682-01A-01R-1410-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	85dd63e4-f58f-401d-8a76-cabc67a06fa9 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	85dd63e4-f58f-401d-8a76-cabc67a06fa9 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	85dd63e4-f58f-401d-8a76-cabc67a06fa9 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	85dd63e4-f58f-401d-8a76-cabc67a06fa9 consensus_mRNA	UNCID_1781129.85dd63e4-f58f-401d-8a76-cabc67a06fa9.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes_normalized:IlluminaHiSeq_RNASeqV2:2	85dd63e4-f58f-401d-8a76-cabc67a06fa9 gene_expression	unc.edu.85dd63e4-f58f-401d-8a76-cabc67a06fa9.1782498.rsem.genes.normalized_results	yes	RSEM_genes_normalized	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
85dd63e4-f58f-401d-8a76-cabc67a06fa9	TCGA-A6-2682-01A-01R-1410-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	85dd63e4-f58f-401d-8a76-cabc67a06fa9 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	85dd63e4-f58f-401d-8a76-cabc67a06fa9 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	85dd63e4-f58f-401d-8a76-cabc67a06fa9 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	85dd63e4-f58f-401d-8a76-cabc67a06fa9 consensus_mRNA	UNCID_1781129.85dd63e4-f58f-401d-8a76-cabc67a06fa9.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_isoforms_normalized:IlluminaHiSeq_RNASeqV2:2	85dd63e4-f58f-401d-8a76-cabc67a06fa9 gene_expression	unc.edu.85dd63e4-f58f-401d-8a76-cabc67a06fa9.1782501.rsem.isoforms.normalized_results	yes	RSEM_isoforms_normalized	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
c18465ae-447d-46c8-8b54-0156ab502265	TCGA-AA-3495-01A-01R-1410-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 consensus_mRNA	UNCID_1781651.c18465ae-447d-46c8-8b54-0156ab502265.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_isoforms:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 gene_expression	unc.edu.c18465ae-447d-46c8-8b54-0156ab502265.1783378.rsem.isoforms.results	yes	RSEM_isoforms	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
c18465ae-447d-46c8-8b54-0156ab502265	TCGA-AA-3495-01A-01R-1410-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 consensus_mRNA	UNCID_1781651.c18465ae-447d-46c8-8b54-0156ab502265.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 gene_expression	unc.edu.c18465ae-447d-46c8-8b54-0156ab502265.1783377.rsem.genes.results	yes	RSEM_genes	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
c18465ae-447d-46c8-8b54-0156ab502265	TCGA-AA-3495-01A-01R-1410-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 consensus_mRNA	UNCID_1781651.c18465ae-447d-46c8-8b54-0156ab502265.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:exon_quantification:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 gene_expression	unc.edu.c18465ae-447d-46c8-8b54-0156ab502265.1783696.bt.exon_quantification.txt	yes	exon_quantification	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
c18465ae-447d-46c8-8b54-0156ab502265	TCGA-AA-3495-01A-01R-1410-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 consensus_mRNA	UNCID_1781651.c18465ae-447d-46c8-8b54-0156ab502265.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:junction_quantification:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 gene_expression	unc.edu.c18465ae-447d-46c8-8b54-0156ab502265.1781682.junction_quantification.txt	yes	junction_quantification	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
c18465ae-447d-46c8-8b54-0156ab502265	TCGA-AA-3495-01A-01R-1410-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 consensus_mRNA	UNCID_1781651.c18465ae-447d-46c8-8b54-0156ab502265.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes_normalized:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 gene_expression	unc.edu.c18465ae-447d-46c8-8b54-0156ab502265.1783430.rsem.genes.normalized_results	yes	RSEM_genes_normalized	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
c18465ae-447d-46c8-8b54-0156ab502265	TCGA-AA-3495-01A-01R-1410-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 consensus_mRNA	UNCID_1781651.c18465ae-447d-46c8-8b54-0156ab502265.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_isoforms_normalized:IlluminaHiSeq_RNASeqV2:2	c18465ae-447d-46c8-8b54-0156ab502265 gene_expression	unc.edu.c18465ae-447d-46c8-8b54-0156ab502265.1783435.rsem.isoforms.normalized_results	yes	RSEM_isoforms_normalized	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
2e609497-e790-42cf-9cd1-7f2f03741adf	TCGA-AA-3492-01A-01R-1410-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	2e609497-e790-42cf-9cd1-7f2f03741adf reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	2e609497-e790-42cf-9cd1-7f2f03741adf library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	2e609497-e790-42cf-9cd1-7f2f03741adf RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	2e609497-e790-42cf-9cd1-7f2f03741adf consensus_mRNA	UNCID_1780892.2e609497-e790-42cf-9cd1-7f2f03741adf.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_isoforms:IlluminaHiSeq_RNASeqV2:2	2e609497-e790-42cf-9cd1-7f2f03741adf gene_expression	unc.edu.2e609497-e790-42cf-9cd1-7f2f03741adf.1782484.rsem.isoforms.results	yes	RSEM_isoforms	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
2e609497-e790-42cf-9cd1-7f2f03741adf	TCGA-AA-3492-01A-01R-1410-07	Total RNA	unc.edu:reverse_transcription:IlluminaHiSeq_RNASeqV2:2	2e609497-e790-42cf-9cd1-7f2f03741adf reverse_transcription	unc.edu:library_preparation:IlluminaHiSeq_RNASeqV2:2	2e609497-e790-42cf-9cd1-7f2f03741adf library_preparation	unc.edu:RNA_Sequencing:IlluminaHiSeq_RNASeqV2:2	2e609497-e790-42cf-9cd1-7f2f03741adf RNA_Sequencing	->	http://tcga-data.nci.nih.gov/docs/GAF/GAF.hg19.June2011.bundle/outputs/TCGA.hg19.June2011.gaf	unc.edu:consensus_mRNA:IlluminaHiSeq_RNASeqV2:2	2e609497-e790-42cf-9cd1-7f2f03741adf consensus_mRNA	UNCID_1780892.2e609497-e790-42cf-9cd1-7f2f03741adf.sorted_genome_alignments.bam	hg19 (GRCh37)	->	yes	RNA Sequence-Alignment	Level 1	unc.edu:RSEM_genes:IlluminaHiSeq_RNASeqV2:2	2e609497-e790-42cf-9cd1-7f2f03741adf gene_expression	unc.edu.2e609497-e790-42cf-9cd1-7f2f03741adf.1782483.rsem.genes.results	yes	RSEM_genes	Level 3	unc.edu_COAD.IlluminaHiSeq_RNASeqV2.Level_3.1.4.0
